seg_id,time_to_failure
seg_1ef708,2.101506261
seg_1f1e60,8.65229476
seg_1f3d44,6.705872759
seg_1f3ede,4.076157874
seg_1f5240,3.020660944
seg_1f7cf8,2.791184988
seg_1f9aed,4.921679636
seg_1fa983,2.824558978
seg_1fc7ab,5.693679986
seg_1fe311,7.282818398
seg_2005a7,5.056530834
seg_2018c8,7.682122317
seg_204dc6,2.335571342
seg_208ba5,3.752767561
seg_2099f4,5.066425202
seg_20a990,3.826865215
seg_20b8d0,3.566593652
seg_20cbac,4.875366538
seg_20cc25,1.790016843
seg_20d9de,8.684594614
seg_20e9ad,5.356981736
seg_210388,5.271676059
seg_211299,5.950430386
seg_211486,8.22419714
seg_214492,4.81155311
seg_217eed,3.818744945
seg_218049,4.314254491
seg_21eebb,5.078492685
seg_21faa9,10.60095917
seg_222c5f,2.208085351
seg_225320,8.791758049
seg_226e60,7.916002748
seg_229eda,5.921575298
seg_22e509,4.980262379
seg_2313d1,5.152413943
seg_232559,8.049524465
seg_23323e,4.111894425
seg_2367fb,8.387649543
seg_238242,7.472388599
seg_2383c2,6.022823574
seg_2396a2,2.097239543
seg_23b123,9.465129579
seg_23bdf9,5.698220855
seg_23c947,1.676173906
seg_23efb0,5.852669804
seg_23f823,4.475393825
seg_23fe27,7.384721004
seg_241266,3.504509651
seg_24157a,6.317326295
seg_24458d,4.131927219
seg_2465ce,5.332754789
seg_247262,4.688376333
seg_24ba8d,5.232053343
seg_24c078,6.766511756
seg_24c1c9,4.763019717
seg_24e071,4.120615251
seg_24f338,4.610645074
seg_257b8a,6.300040369
seg_2597af,4.625666416
seg_259c63,4.406931695
seg_259d65,4.466609792
seg_259dd3,7.077891342
seg_25aa9f,9.234701133
seg_25ab3f,4.261422502
seg_25b38a,7.273274042
seg_25c8dc,5.847323862
seg_25cca7,7.090895137
seg_25e76d,2.344221695
seg_26049e,8.483844005
seg_263deb,4.634768458
seg_263fb3,2.863122692
seg_2642d0,3.808839354
seg_2642d4,6.450794752
seg_264c7d,6.962657877
seg_266805,4.222058475
seg_266c6e,5.001796307
seg_266d4e,4.338447211
seg_268249,4.682665001
seg_268625,4.152484548
seg_268956,4.610475144
seg_26a2a0,1.175858572
seg_26cba3,5.385795575
seg_26edaa,9.09182474
seg_2700bd,5.023882966
seg_272a47,1.570983072
seg_274a1a,6.761228779
seg_2774c4,8.58348046
seg_279725,8.365384508
seg_27a282,2.052003914
seg_27b7c8,7.294977026
seg_27db4d,6.927412881
seg_27de37,6.614824224
seg_27f532,8.42253694
seg_27ff17,5.270141485
seg_280863,4.095531969
seg_280e3b,4.844644773
seg_284223,4.634544824
seg_284923,9.78983756
seg_287e60,2.574969785
seg_287fef,2.399599794
seg_288001,5.672503811
seg_2883ec,8.336497961
seg_289d99,2.197119644
seg_28fc32,6.428269249
seg_29022f,2.958110992
seg_2916e3,8.805032118
seg_293dbf,3.819277867
seg_293dc2,3.056863894
seg_29475f,3.476482189
seg_295b1c,8.464309578
seg_2977cd,5.450454775
seg_29a073,5.065932965
seg_29acb7,5.142018525
seg_29c772,5.385070387
seg_29c906,5.000864107
seg_29d497,4.963899085
seg_29d4c6,8.390131308
seg_29e799,5.000615271
seg_2a0ace,10.32420555
seg_2a0afc,4.960411126
seg_2a0dc0,7.71123654
seg_2a2f1e,6.463826276
seg_2a4551,6.763072316
seg_2a6343,8.337561593
seg_2a8351,1.949341233
seg_2aa101,2.213896733
seg_2abd33,4.556833622
seg_2b2cb3,7.134160914
seg_2b372b,3.272661667
seg_2b4959,5.123097456
seg_2b6d52,9.513104732
seg_2ba79a,2.131662016
seg_2bcbde,8.871013222
seg_2be983,10.91576098
seg_2bf5be,7.494357733
seg_2bf9dd,7.971571169
seg_2c3203,2.315147793
seg_2c5e9f,7.499762949
seg_2c6011,4.714680815
seg_2c69e4,7.327169345
seg_2c762c,6.526446784
seg_2cac57,9.513059151
seg_2cadc0,5.904171263
seg_2cdbe3,5.694152546
seg_2d3828,5.545249283
seg_2d402d,1.775918622
seg_2d427f,1.285615847
seg_2d5544,5.039991322
seg_2d7cc4,5.040365152
seg_2d92f0,9.956678175
seg_2db7dc,4.186402107
seg_2dc6ff,1.344612058
seg_2dccec,4.767795395
seg_2dcd3a,3.130222154
seg_2dcd84,8.097022512
seg_2dfb91,3.830594443
seg_2e2372,6.565124875
seg_2e50fb,4.425800218
seg_2e64af,5.309285678
seg_2e71dd,3.14423832
seg_2e88dd,5.182546269
seg_2e917f,5.940829002
seg_2e9a47,6.289975028
seg_2ea616,3.86974126
seg_2eccb9,2.358842947
seg_2ece02,3.84799101
seg_2ed79b,5.569532619
seg_2eddf6,7.257799029
seg_2ee95c,10.05370043
seg_2efd5c,7.337245039
seg_2f1664,7.013754342
seg_2f4f14,3.556027726
seg_2f5695,5.586415622
seg_2f60db,8.452986454
seg_2f86cd,3.279751503
seg_2f8e19,7.669693892
seg_2f8f6d,11.08858513
seg_2f9336,4.450874736
seg_2f9581,5.254325001
seg_2fb672,7.77061849
seg_2fe382,5.118909294
seg_301c1e,6.976095015
seg_30207d,9.74718039
seg_304581,5.148898702
seg_304b87,3.457115127
seg_304df5,8.398452273
seg_30501b,9.361822552
seg_3065ba,4.838080515
seg_30661b,4.635311676
seg_306756,8.679611742
seg_30ad2a,2.793277936
seg_30b043,2.587774078
seg_30da11,4.5281365
seg_30fd84,9.027609698
seg_310230,3.868383779
seg_31064b,1.61309244
seg_311499,2.382925333
seg_311b5e,2.321537691
seg_3128e6,5.672003865
seg_3151ff,6.036010763
seg_31631c,7.254383726
seg_316f86,2.560258337
seg_318135,2.827040462
seg_31a51f,5.12358466
seg_31a6cd,2.819506528
seg_31b808,6.615793498
seg_31c0f4,9.213604911
seg_31d763,5.144687924
seg_31d7bf,2.384492841
seg_31d810,7.251329933
seg_31ddc5,8.339394701
seg_3234ca,4.480323136
seg_324447,6.788541786
seg_324537,4.569145972
seg_325790,4.990182675
seg_326eb7,4.790896839
seg_327ed4,5.129038444
seg_32906d,2.927184869
seg_32ad0f,9.543627419
seg_32c904,8.604433156
seg_32d747,5.119759751
seg_32e763,4.889786666
seg_32f3a9,5.245004735
seg_32f6df,5.143483615
seg_32f72d,4.883891016
seg_32fc4e,8.699590558
seg_330579,5.250641859
seg_3319b5,8.77305936
seg_331f2b,7.71887702
seg_3340b9,4.473569607
seg_335170,1.760793682
seg_337b8c,6.1207471
seg_339f80,6.0187545
seg_33c30d,2.585959034
seg_342ce6,7.450138675
seg_343571,6.072298493
seg_3452b2,4.527187881
seg_34a2b8,3.96695603
seg_34a8f7,10.38692509
seg_34abd2,2.161981776
seg_34ef79,4.543749619
seg_3506d6,4.947289477
seg_35269b,9.307239882
seg_355717,3.507343794
seg_355d19,9.305379982
seg_35a2d7,8.812832911
seg_35b009,5.32163058
seg_35b753,5.718372053
seg_35ba8f,8.255709247
seg_35c587,4.842420454
seg_35dd45,10.03830532
seg_35ee83,5.299231807
seg_36147d,5.085737345
seg_361f5a,9.805631644
seg_3631ec,4.176208275
seg_3661de,9.851914921
seg_369570,4.677441755
seg_36b77f,9.477069696
seg_36e32d,9.343652823
seg_3706be,7.725565395
seg_373a04,6.695522556
seg_373ba6,4.77072302
seg_37608b,5.108383556
seg_3761d0,4.263230972
seg_37669c,3.881580435
seg_376908,2.990784208
seg_377134,4.896362637
seg_3788c5,8.643328229
seg_37bf85,2.446733525
seg_37f3fb,5.229554891
seg_38001b,2.38313076
seg_383b6b,5.322248508
seg_383f2e,8.328515812
seg_3865bc,3.567826575
seg_3878d0,4.089882008
seg_389906,6.919281179
seg_38ad16,8.712507103
seg_38ee24,5.900184991
seg_392019,4.375133946
seg_39300d,3.153051568
seg_395e0e,8.443498362
seg_397983,8.304520116
seg_397dc9,9.160098444
seg_398a25,4.974569238
seg_39a886,5.37980832
seg_39ad50,2.098316405
seg_3a1600,3.688963909
seg_3a22ac,4.367199077
seg_3a80c5,6.763478787
seg_3a8a76,2.84846682
seg_3aca44,4.917686254
seg_3adb1a,4.477134225
seg_3ae4d9,2.553933441
seg_3af649,6.405638111
seg_3b2013,2.387412025
seg_3b30fd,8.594260598
seg_3b4414,3.856973122
seg_3b7175,4.273214739
seg_3b7724,8.986961179
seg_3b95d2,9.966647886
seg_3b95dc,4.355376693
seg_3ba485,9.812384817
seg_3bb90a,4.817364887
seg_3bc9ed,4.828878708
seg_3bd97e,9.106843069
seg_3bf9ac,1.293549963
seg_3bfcf6,5.025427088
seg_3c3ddf,2.424183826
seg_3c4106,3.453777756
seg_3c64fb,6.955791308
seg_3c8545,2.09060926
seg_3cba49,5.744535743
seg_3cbccf,4.626154111
seg_3ce740,8.34197362
seg_3cfb73,8.548932114
seg_3d059a,4.707061887
seg_3d06cc,4.219914862
seg_3d19fc,5.377219936
seg_3d1cb3,4.36710315
seg_3d1f2e,4.810882741
seg_3d581c,2.099801666
seg_3d6aac,6.12853356
seg_3d6e79,5.209176868
seg_3d9aa0,4.174068423
seg_3db0a8,2.868524038
seg_3e00cd,9.362126091
seg_3e55d5,5.069345619
seg_3e87b4,5.014624955
seg_3ec967,4.976945497
seg_3edf51,5.316770566
seg_3f2086,9.221201515
seg_3f3689,3.378269649
seg_3f3983,7.114180867
seg_3f5be6,5.33873278
seg_3f80ef,4.999059489
seg_3f99c8,2.089588637
seg_3fb24b,3.738426229
seg_3fc7ca,10.19641924
seg_3fdae0,6.556669918
seg_407b2b,6.361996567
seg_40b3aa,2.195031727
seg_40f810,4.680244343
seg_411225,3.633026995
seg_414d0f,5.872581607
seg_4185b3,4.047285332
seg_419531,7.424925322
seg_419b2a,8.092417198
seg_41a267,7.581688661
seg_41aadc,5.591111213
seg_41ab7e,7.012760942
seg_41be18,7.264853578
seg_41be7d,6.812848129
seg_41f45e,6.510870116
seg_420bcc,4.814803039
seg_420d4e,6.934037425
seg_421a96,6.053832021
seg_421da1,6.923303929
seg_423ebe,4.91839609
seg_425462,4.93904045
seg_42648c,3.610110699
seg_4280d9,10.05111545
seg_428d66,3.572429466
seg_42c4c9,4.940497497
seg_42e7e8,4.71634804
seg_42ff14,9.30792692
seg_430e66,6.082638194
seg_43383f,5.064781546
seg_434c96,3.079611009
seg_43597f,4.922522411
seg_43c6f4,7.471818557
seg_440106,9.054057737
seg_4401d8,7.08445114
seg_441c6d,7.814736561
seg_4435bd,5.791868597
seg_447972,2.066169634
seg_447b8b,9.418933883
seg_447cb3,7.487504546
seg_44d3ca,2.730855628
seg_455b16,3.548092544
seg_456149,9.185362952
seg_457234,9.579129602
seg_45838b,5.986729341
seg_4587bb,8.085574454
seg_45a8a9,1.636944988
seg_45b051,1.316277542
seg_45e062,7.324346371
seg_45e4ed,3.88402564
seg_45e7ad,1.845168087
seg_46012e,7.331085146
seg_460436,7.050032117
seg_461ab5,3.961842003
seg_461b63,4.677464463
seg_462c1d,8.256287431
seg_464839,6.846213947
seg_468bc9,8.941826706
seg_468fdb,3.103214848
seg_46a42b,2.874281645
seg_46b84d,7.07218826
seg_46c6d3,8.251287948
seg_46dd7c,5.692247465
seg_4729a7,3.149539528
seg_4743ab,9.041840678
seg_4743fa,11.30254332
seg_476700,3.803889335
seg_476bdb,3.400333293
seg_477c83,2.91339683
seg_478327,5.513583076
seg_47a48f,7.792424907
seg_47d374,2.89392093
seg_47fed6,8.307225684
seg_482745,5.049621386
seg_4848e3,5.529385902
seg_484901,4.342287861
seg_486973,3.898032937
seg_48a4b3,7.09776401
seg_48a80c,3.805884027
seg_48b545,6.847285283
seg_48feba,5.535937095
seg_490092,10.33544075
seg_490d6e,6.439773282
seg_492dc6,5.1850444
seg_49322d,6.944876435
seg_49336f,4.618457773
seg_495573,8.607177841
seg_496d07,2.478950935
seg_496dad,2.15178409
seg_49b0cb,8.377933029
seg_49d84b,5.339455117
seg_49fdf0,9.054421588
seg_4a2525,10.02011632
seg_4a6096,1.639943124
seg_4a719c,4.128278285
seg_4a91a9,5.882001972
seg_4a9e6b,7.000518816
seg_4a9e8d,9.137741117
seg_4ab7bf,8.892667513
seg_4abc29,3.853930119
seg_4acc4b,3.261265975
seg_4ad5a2,5.441041543
seg_4ad674,4.39197938
seg_4adeda,10.97424538
seg_4ae37c,5.406856933
seg_4ae712,8.748095281
seg_4b0839,2.380790087
seg_4b4c91,6.756267141
seg_4b4ffb,4.449522886
seg_4b8044,4.696027256
seg_4b953a,4.828373778
seg_4ba3d1,6.525450068
seg_4c067a,5.798931024
seg_4c12b2,4.820710489
seg_4c18e2,2.589415574
seg_4c3a2b,7.082031822
seg_4c4995,4.916183757
seg_4c65e6,7.563414574
seg_4c8db6,8.245116116
seg_4ca6de,6.989012367
seg_4cb0d7,7.572928733
seg_4cb9c6,4.881397379
seg_4ce234,7.980979889
seg_4d0008,5.153620336
seg_4d0041,6.792263611
seg_4d0c45,5.38587529
seg_4d18f4,2.910725775
seg_4d2671,5.047437839
seg_4d53c2,9.462556262
seg_4d5a4a,4.596393635
seg_4d7c56,5.007877194
seg_4d8f0f,3.944641438
seg_4db886,8.325465783
seg_4db997,2.73835522
seg_4dbbd1,5.655695792
seg_4ddddc,4.739319398
seg_4dfa03,2.564128696
seg_4e0c4a,9.547439772
seg_4e2c66,2.032926565
seg_4e3bd7,3.61779306
seg_4e627b,6.108915111
seg_4e9646,6.86357068
seg_4ea3fa,5.235475455
seg_4ea81c,3.138885754
seg_4eb127,3.777292619
seg_4eeaef,2.622211637
seg_4eef28,8.285308899
seg_4f48b4,2.340429834
seg_4f5931,8.908147893
seg_4f76a2,4.705489443
seg_4f83a3,7.358571509
seg_4fa87d,8.537612656
seg_4fce5b,2.746792318
seg_4fd191,4.408664611
seg_500108,5.368040827
seg_5009d9,1.869239066
seg_500c80,5.902023562
seg_502fab,7.323361665
seg_507065,4.541002879
seg_5090fa,7.699497912
seg_509d55,4.893686658
seg_50a667,4.555878999
seg_50b048,7.206107344
seg_50e270,7.720367626
seg_511d25,7.762239976
seg_512b3e,10.46241335
seg_514543,4.952143919
seg_5147e1,5.491009242
seg_514b85,8.60037563
seg_5165a4,5.561946372
seg_517345,5.043972072
seg_517425,3.343389463
seg_51865e,3.427503158
seg_518b1e,3.551757093
seg_51b68c,9.335902999
seg_51f0a2,4.092375224
seg_51f6fd,4.761841514
seg_521a88,7.71861626
seg_523945,2.624606947
seg_524b39,5.307018527
seg_5254ce,7.159250456
seg_5255c0,7.228496653
seg_52636c,3.4041277
seg_529be4,4.673971866
seg_529c99,4.632151869
seg_52c139,10.82989645
seg_530a02,8.525430756
seg_53103b,2.742354673
seg_5311d1,2.694497467
seg_533613,7.715259349
seg_53498a,3.101511988
seg_53a557,4.389447543
seg_53a5fd,6.150634655
seg_53bdf5,8.808366196
seg_53caf1,7.168040437
seg_53d818,5.060717319
seg_53e645,5.121533114
seg_53fa13,4.949355997
seg_5407b0,4.2568854
seg_5445bc,4.192242086
seg_54490e,7.740567955
seg_545fda,7.85887043
seg_5467c8,7.064565259
seg_546864,7.953439839
seg_5470ca,4.824597045
seg_5495ca,4.644725167
seg_54af0d,3.504764357
seg_54b0ee,7.665464586
seg_54d0f3,2.905542884
seg_55239a,3.115821091
seg_552b8e,9.921968111
seg_5559d9,1.658321289
seg_555f63,2.551062048
seg_5597ed,4.532086831
seg_55a0c3,4.833868952
seg_55a9a4,6.278837408
seg_55b566,2.475792527
seg_55d50b,2.163793619
seg_561cf4,2.394077757
seg_563059,5.592266155
seg_5639b3,4.909578988
seg_566efe,8.971784177
seg_56e3e7,10.26333775
seg_56e6f1,4.712551132
seg_56ebc7,3.590569137
seg_570a20,4.340293199
seg_570d69,6.611234652
seg_572172,7.096352026
seg_5759c9,6.387716614
seg_5765b6,5.607569805
seg_578e84,7.709915621
seg_57908c,3.4526844
seg_57b6c0,5.296773112
seg_57dd68,8.634377904
seg_57ea44,3.305782027
seg_580b65,6.983224327
seg_581fac,2.418510741
seg_585872,8.504722108
seg_586726,2.268714467
seg_586c0f,5.702409099
seg_5887a8,8.823156567
seg_588f61,2.081319624
seg_58d52d,8.652546617
seg_58e74b,2.38251097
seg_58e9f9,8.4724213
seg_58ea74,9.476151998
seg_59058a,2.135882929
seg_590fa5,4.760382274
seg_591954,9.436545001
seg_5924f5,4.513098133
seg_592807,6.357452596
seg_593c34,4.377799123
seg_5965d8,3.245537078
seg_596ae3,6.666157609
seg_5975f4,4.255349774
seg_597bd6,6.413193555
seg_59818b,6.885454033
seg_59cd7d,2.575254576
seg_59cfdb,9.399494929
seg_59d484,5.201742443
seg_59de0b,1.338268735
seg_59e1db,7.026305951
seg_59eb97,4.556518493
seg_5a0479,5.245076367
seg_5a1adb,5.879820863
seg_5a242e,4.672212411
seg_5a67b5,8.213690596
seg_5a947e,4.86990817
seg_5abfdd,4.900498716
seg_5ad847,3.332587537
seg_5b392b,2.352851995
seg_5b7325,4.59482562
seg_5b8c39,4.622346717
seg_5bc0b0,7.163634478
seg_5bd9ae,5.007512086
seg_5bdb47,2.798980298
seg_5bfbf0,2.744085553
seg_5c0929,3.671336958
seg_5c1a4d,2.887451725
seg_5c530f,2.969240523
seg_5c57a8,4.155067314
seg_5c8ae5,2.857704518
seg_5c9077,6.660428266
seg_5cd98b,5.472106301
seg_5cde88,1.570409754
seg_5cfba9,8.053812629
seg_5cfdc4,4.404088189
seg_5d333e,9.017550903
seg_5d45db,6.768633352
seg_5d92af,7.980968742
seg_5d94b2,2.797942407
seg_5e020f,5.266029517
seg_5e0902,1.921301472
seg_5e1bba,6.065478602
seg_5e541f,2.100082616
seg_5e635a,2.95979034
seg_5e668a,7.198695821
seg_5e70a7,8.932727594
seg_5e7abf,4.651344592
seg_5e8ef4,8.622714424
seg_5eb380,2.671044025
seg_5ec0e3,6.900691713
seg_5ed47e,9.579199914
seg_5ef47e,4.985823466
seg_5f0a92,4.310784723
seg_5f24d3,8.226423101
seg_5f352e,2.710261498
seg_5f355e,7.006135022
seg_5f46a5,7.044953469
seg_5f7fd9,4.726647311
seg_5fe414,3.568925411
seg_60277f,3.269762062
seg_6074f9,4.106758336
seg_607559,7.457376689
seg_60ab20,9.008507042
seg_60b696,5.147990515
seg_60dacd,9.003072778
seg_60df2a,4.678517695
seg_610379,4.891707121
seg_61219c,4.362850462
seg_613702,4.619669865
seg_614b50,1.494563975
seg_6153ca,9.147350968
seg_6167f0,4.802689022
seg_616c8b,9.431218579
seg_61b50d,5.842963069
seg_61f504,4.854818751
seg_620ee4,5.377825763
seg_622e9d,2.383082087
seg_62331a,4.944694447
seg_6262c4,7.567726704
seg_629822,3.848605285
seg_62a403,9.995809754
seg_62c582,2.716447731
seg_63130f,7.828752616
seg_633651,4.404910985
seg_634180,4.933963164
seg_634f05,2.127170153
seg_635770,6.409092442
seg_63582a,6.979725996
seg_63c13d,5.492102987
seg_63c518,2.918411841
seg_63c8e4,8.904726907
seg_63c983,5.499441246
seg_63c9a3,4.152455823
seg_63d651,4.372206329
seg_6422d1,7.45251169
seg_643d1f,5.401351003
seg_643f86,7.919574361
seg_64bcb9,9.715427094
seg_64be5d,9.144445566
seg_64be91,9.659182543
seg_64daae,2.694517962
seg_64dcf0,5.839318958
seg_64f8dc,5.137230766
seg_650de2,4.169281806
seg_651808,2.720490226
seg_652cc2,4.446226689
seg_655780,5.157635144
seg_655ad6,7.688594908
seg_655cae,2.078266094
seg_658bf4,2.353589049
seg_659ff8,4.425345969
seg_65b962,5.078609288
seg_65c4e1,7.512004601
seg_65ef95,4.142161222
seg_65f01e,9.153114397
seg_65fbac,8.613087485
seg_660fe1,4.723135363
seg_660fef,5.23261764
seg_661629,3.352293702
